ID	Mean_Control	Mean_Patient	Mean_Change	LogFC	Pvalue	FDR
59353	6.4997	6.4435	-0.0563	-0.0563	0.3	0.54
60312	6.9912	6.9967	0.0055	0.0055	0.92	0.96
60313	7.8752	8.0719	0.1967	0.1967	0.037	0.22
60314	7.7785	7.6939	-0.0846	-0.0846	0.15	0.38
60343	7.8672	7.6631	-0.2042	-0.2042	0.0058	0.18
60370	6.8489	6.88	0.0311	0.0311	0.85	0.93
60385	6.8657	6.7838	-0.0819	-0.0819	0.077	0.28
60386	6.6676	6.7422	0.0747	0.0747	0.1	0.31
60401	6.3906	6.4241	0.0335	0.0335	0.63	0.79
60412	8.1602	8.2826	0.1224	0.1224	0.34	0.57
60436	7.2217	7.1998	-0.0219	-0.0219	0.69	0.83
60437	6.3775	6.3278	-0.0497	-0.0497	0.097	0.31
60467	6.691	6.6662	-0.0248	-0.0248	0.6	0.78
60468	7.0034	6.9129	-0.0905	-0.0905	0.11	0.32
60481	7.031	7.1456	0.1146	0.1146	0.47	0.68
60482	6.1201	6.1085	-0.0116	-0.0116	0.68	0.83
60484	6.9942	6.8927	-0.1015	-0.1015	0.033	0.22
60485	7.603	7.8183	0.2152	0.2152	0.17	0.4
60487	6.4044	6.5586	0.1542	0.1542	0.055	0.25
60488	8.1145	8.2459	0.1314	0.1314	0.18	0.41
60489	6.3027	6.3109	0.0082	0.0082	0.84	0.92
60490	6.5606	6.5428	-0.0178	-0.0178	0.66	0.81
60491	6.8615	6.9637	0.1022	0.1022	0.16	0.39
60492	7.1803	7.3913	0.211	0.211	0.023	0.2
60493	7.1505	7.2894	0.1389	0.1389	0.12	0.33
60494	6.1696	6.1867	0.0171	0.0171	0.52	0.72
60495	6.1648	6.1593	-0.0055	-0.0055	0.86	0.93
60496	8.0964	8.1564	0.06	0.06	0.54	0.73
60506	7.4004	7.2478	-0.1526	-0.1526	0.033	0.22
60509	6.9148	6.942	0.0272	0.0272	0.42	0.64
60526	6.0935	6.1594	0.0659	0.0659	0.17	0.4
60528	7.9388	7.9446	0.0058	0.0058	0.95	0.97
60529	7.665	7.4999	-0.1652	-0.1652	0.064	0.26
60558	7.4022	7.6382	0.236	0.236	0.12	0.34
60559	7.7744	8.1848	0.4104	0.4104	0.00075	0.18
60560	7.5675	7.842	0.2745	0.2745	0.032	0.22
60561	6.9869	7.301	0.3142	0.3142	0.013	0.19
60592	6.9834	7.1242	0.1407	0.1407	0.031	0.22
60598	7.3567	7.1818	-0.1749	-0.1749	0.0018	0.18
60625	6.6452	6.6811	0.0359	0.0359	0.58	0.76
60626	7.3841	7.4671	0.083	0.083	0.29	0.53
60672	7.6473	7.5689	-0.0784	-0.0784	0.27	0.5
60673	7.1714	7.244	0.0726	0.0726	0.14	0.37
60674	6.7733	7.4052	0.6319	0.6319	0.027	0.21
60675	7.319	7.1608	-0.1581	-0.1581	0.038	0.23
60676	6.6385	6.586	-0.0525	-0.0525	0.092	0.3
60677	6.965	6.8468	-0.1181	-0.1181	0.019	0.2
60678	8.6361	8.4353	-0.2008	-0.2008	0.017	0.2
60680	7.2784	7.1333	-0.1451	-0.1451	0.019	0.2
60681	7.0945	7.0414	-0.0531	-0.0531	0.31	0.54
60682	7.5354	8.0283	0.4929	0.4929	0.00089	0.18
60684	7.3515	7.6584	0.3069	0.3069	0.024	0.2
60685	8.2827	8.4951	0.2124	0.2124	0.00079	0.18
60686	6.3541	6.3994	0.0452	0.0452	0.29	0.53
63027	7.2187	7.1471	-0.0716	-0.0716	0.23	0.46
63035	6.8188	6.8165	-0.0023	-0.0023	0.96	0.98
63036	7.0071	6.8932	-0.1139	-0.1139	0.041	0.23
63826	6.9346	7.1429	0.2083	0.2083	0.042	0.23
63827	7.1121	6.9785	-0.1336	-0.1336	0.0064	0.18
63874	7.3923	7.4855	0.0933	0.0933	0.42	0.64
63875	7.6859	7.6839	-0.002	-0.002	0.97	0.99
63876	7.5073	7.4567	-0.0506	-0.0506	0.59	0.77
63877	7.3303	7.479	0.1487	0.1487	0.3	0.53
63891	8.5384	8.5802	0.0418	0.0418	0.73	0.85
63892	6.7194	6.9821	0.2628	0.2628	0.012	0.19
63893	7.2129	7.2559	0.043	0.043	0.46	0.68
63894	6.9556	7.1336	0.1779	0.1779	0.081	0.29
63895	6.465	6.4387	-0.0264	-0.0264	0.41	0.63
63897	6.8406	6.9866	0.1461	0.1461	0.17	0.4
63898	7.0573	6.9789	-0.0783	-0.0783	0.04	0.23
63899	6.6019	6.649	0.0471	0.0471	0.5	0.7
63901	6.4899	6.568	0.0781	0.0781	0.071	0.27
63904	6.2637	6.2612	-0.0025	-0.0025	0.95	0.98
63905	6.8534	6.8734	0.02	0.02	0.64	0.8
63906	6.8876	6.9118	0.0243	0.0243	0.57	0.75
63908	6.5447	6.6293	0.0846	0.0846	0.11	0.33
63910	7.3035	7.2137	-0.0899	-0.0899	0.14	0.37
63914	6.1806	6.1054	-0.0753	-0.0753	0.13	0.35
63915	6.8347	7.0241	0.1895	0.1895	0.035	0.22
63916	7.2099	7.4164	0.2065	0.2065	0.16	0.38
63917	7.9373	8.0172	0.0799	0.0799	0.3	0.53
63920	6.0852	6.186	0.1008	0.1008	0.031	0.22
63922	7.4243	7.3168	-0.1075	-0.1075	0.071	0.27
63923	6.6726	6.6448	-0.0278	-0.0278	0.44	0.65
63924	7.4154	7.2083	-0.2071	-0.2071	0.017	0.2
63925	6.9818	6.9719	-0.0099	-0.0099	0.81	0.9
63926	6.1458	6.1468	0.001	0.001	0.98	0.99
63928	6.6442	6.6094	-0.0348	-0.0348	0.25	0.49
63929	7.2755	7.3956	0.1201	0.1201	0.093	0.3
63930	6.8119	6.7368	-0.0752	-0.0752	0.14	0.36
63931	7.211	7.3986	0.1876	0.1876	0.015	0.19
63932	6.5203	6.5898	0.0695	0.0695	0.37	0.6
63933	7.4073	7.7184	0.3111	0.3111	0.0027	0.18
63934	6.8619	6.8634	0.0014	0.0014	0.98	0.99
63935	7.3736	7.4233	0.0496	0.0496	0.48	0.68
63939	6.831	6.8839	0.0529	0.0529	0.68	0.82
63941	7.771	7.7673	-0.0036	-0.0036	0.96	0.98
63946	7.0365	6.9183	-0.1181	-0.1181	0.035	0.22
63948	7.2841	7.1017	-0.1824	-0.1824	0.0023	0.18
63950	7.857	7.6809	-0.1761	-0.1761	0.067	0.27
63951	6.7429	6.7075	-0.0355	-0.0355	0.49	0.7
63967	6.1325	6.1265	-0.006	-0.006	0.81	0.9
63970	6.2416	6.2025	-0.0391	-0.0391	0.29	0.52
63971	8.7509	8.7631	0.0122	0.0122	0.94	0.97
63973	7.0443	7.0257	-0.0186	-0.0186	0.73	0.85
63974	6.0944	6.0817	-0.0127	-0.0127	0.81	0.9
63976	7.2029	7.0861	-0.1167	-0.1167	0.017	0.2
63977	7.1105	7.0416	-0.0689	-0.0689	0.058	0.25
63978	6.4689	6.4833	0.0145	0.0145	0.61	0.78
63979	6.5025	6.5481	0.0456	0.0456	0.44	0.65
63982	6.0448	6.0443	-6e-04	-6e-04	0.98	0.99
64002	6.0724	6.0449	-0.0276	-0.0276	0.4	0.62
64005	6.844	6.7746	-0.0694	-0.0694	0.062	0.26
64061	6.9976	7.1477	0.15	0.15	0.25	0.49
64062	7.255	7.3587	0.1038	0.1038	0.23	0.46
64063	7.2631	7.1224	-0.1407	-0.1407	0.026	0.21
64065	7.4335	7.3551	-0.0785	-0.0785	0.35	0.58
64066	6.0663	6.0724	0.0062	0.0062	0.85	0.92
64067	6.3706	6.3712	6e-04	6e-04	0.98	0.99
64072	6.7748	6.71	-0.0649	-0.0649	0.027	0.21
64073	7.3914	7.2824	-0.109	-0.109	0.053	0.25
64077	7.5949	7.5413	-0.0536	-0.0536	0.4	0.62
64078	6.3702	6.3321	-0.0381	-0.0381	0.18	0.41
64080	6.8739	6.9386	0.0648	0.0648	0.41	0.63
64081	6.3696	6.4248	0.0552	0.0552	0.19	0.42
64083	8.4014	8.4876	0.0862	0.0862	0.17	0.4
64084	7.3292	7.2515	-0.0777	-0.0777	0.4	0.62
64087	7.2993	7.5313	0.232	0.232	0.082	0.29
64089	6.5762	6.8184	0.2422	0.2422	0.018	0.2
64090	7.5107	7.3188	-0.1919	-0.1919	0.011	0.19
64091	8.4256	8.743	0.3174	0.3174	0.058	0.25
64092	5.8664	5.9138	0.0475	0.0475	0.19	0.42
64093	7.5077	7.2743	-0.2334	-0.2334	0.0036	0.18
64094	7.7155	7.556	-0.1595	-0.1595	0.2	0.43
64096	7.9675	7.6979	-0.2696	-0.2696	0.012	0.19
64097	6.4646	6.5734	0.1088	0.1088	0.088	0.29
64098	6.9188	6.8441	-0.0747	-0.0747	0.064	0.26
64100	6.1996	6.1792	-0.0204	-0.0204	0.52	0.72
64101	6.5922	6.5757	-0.0165	-0.0165	0.62	0.78
64102	6.6016	6.4635	-0.1381	-0.1381	0.24	0.48
64105	5.9458	5.9886	0.0428	0.0428	0.19	0.42
64106	6.6865	6.6849	-0.0016	-0.0016	0.98	0.99
64108	6.5686	6.5181	-0.0504	-0.0504	0.21	0.44
64110	8.5917	8.5737	-0.0181	-0.0181	0.88	0.94
64111	5.9082	5.9127	0.0046	0.0046	0.9	0.95
64112	7.7519	7.6551	-0.0968	-0.0968	0.14	0.36
64114	9.4351	9.5055	0.0704	0.0704	0.6	0.77
64115	7.4935	7.3827	-0.1108	-0.1108	0.06	0.26
64116	6.4588	6.5316	0.0728	0.0728	0.15	0.38
64118	8.0483	8.0982	0.0499	0.0499	0.47	0.68
64121	7.1811	7.3747	0.1936	0.1936	0.079	0.28
64122	7.1197	7.0927	-0.027	-0.027	0.7	0.83
64123	7.0119	7.2242	0.2123	0.2123	0.14	0.36
64127	6.3859	6.4273	0.0414	0.0414	0.12	0.34
64129	7.4186	7.435	0.0164	0.0164	0.84	0.92
64130	7.6594	7.497	-0.1624	-0.1624	0.044	0.24
64131	7.5015	7.358	-0.1436	-0.1436	0.18	0.41
64132	7.1315	7.0667	-0.0648	-0.0648	0.044	0.24
64135	6.227	6.249	0.022	0.022	0.49	0.69
64137	7.1628	7.039	-0.1237	-0.1237	0.0093	0.19
64145	7.1871	7.2778	0.0907	0.0907	0.13	0.35
64146	7.7564	7.8101	0.0537	0.0537	0.44	0.66
64147	6.4945	6.4602	-0.0343	-0.0343	0.31	0.54
64149	7.4388	7.5822	0.1434	0.1434	0.26	0.5
64150	6.0297	6.0163	-0.0133	-0.0133	0.75	0.87
64151	6.2676	6.2999	0.0323	0.0323	0.4	0.63
64167	6.4946	6.3964	-0.0983	-0.0983	0.41	0.63
64168	6.3688	6.3427	-0.0261	-0.0261	0.43	0.65
64170	7.4324	7.2843	-0.1481	-0.1481	0.017	0.2
64172	6.6419	6.7569	0.115	0.115	0.28	0.52
64173	6.1041	6.1001	-0.004	-0.004	0.89	0.94
64174	6.863	6.7558	-0.1073	-0.1073	0.037	0.22
64175	6.7171	6.77	0.0529	0.0529	0.45	0.66
64180	6.7621	6.7143	-0.0478	-0.0478	0.17	0.4
64184	5.8537	5.8944	0.0407	0.0407	0.24	0.47
64207	7.6849	7.7148	0.0299	0.0299	0.65	0.8
64208	8.6814	8.937	0.2556	0.2556	0.1	0.31
64210	7.5075	7.6286	0.1211	0.1211	0.11	0.32
64211	6.5456	6.5578	0.0122	0.0122	0.72	0.85
64215	7.0592	7.3241	0.265	0.265	0.041	0.23
64216	7.1446	7.3911	0.2465	0.2465	0.022	0.2
64218	7.0692	6.9884	-0.0808	-0.0808	0.12	0.34
64219	6.994	6.9852	-0.0088	-0.0088	0.86	0.93
64220	6.9359	6.8417	-0.0943	-0.0943	0.02	0.2
64221	6.9382	6.8826	-0.0556	-0.0556	0.081	0.29
64222	6.9488	7.1803	0.2315	0.2315	0.009	0.19
64223	7.8282	7.6992	-0.129	-0.129	0.018	0.2
64224	7.5635	7.6151	0.0516	0.0516	0.42	0.64
64225	8.1785	8.4758	0.2973	0.2973	0.085	0.29
64231	6.7683	6.7633	-0.005	-0.005	0.95	0.98
64232	5.9131	5.8908	-0.0223	-0.0223	0.5	0.71
64236	7.5272	7.3838	-0.1434	-0.1434	0.088	0.29
64240	6.6577	6.6296	-0.028	-0.028	0.38	0.6
64241	6.6691	6.5685	-0.1007	-0.1007	0.024	0.2
64282	6.8466	7.042	0.1954	0.1954	0.015	0.2
64283	6.3813	6.4191	0.0379	0.0379	0.3	0.53
64284	6.9946	6.9232	-0.0715	-0.0715	0.12	0.34
64285	7.3545	7.2962	-0.0584	-0.0584	0.1	0.32
64288	6.4244	6.3878	-0.0367	-0.0367	0.36	0.58
64318	6.5212	6.8202	0.299	0.299	0.019	0.2
64319	7.4946	7.4165	-0.0781	-0.0781	0.15	0.38
64320	7.2914	7.3339	0.0425	0.0425	0.33	0.56
64321	7.3367	7.2378	-0.0989	-0.0989	0.11	0.32
64324	7.534	7.6485	0.1145	0.1145	0.044	0.23
64326	6.7469	7.055	0.3081	0.3081	0.0034	0.18
64327	7.7098	7.9819	0.272	0.272	0.053	0.25
64328	8.5846	8.2609	-0.3237	-0.3237	0.19	0.42
64332	6.8259	6.8498	0.0239	0.0239	0.77	0.88
64333	6.9547	6.884	-0.0706	-0.0706	0.069	0.27
64342	7.5303	7.4315	-0.0988	-0.0988	0.09	0.3
64343	6.8383	7.147	0.3087	0.3087	0.0082	0.19
64344	7.6667	7.5637	-0.103	-0.103	0.39	0.61
64359	8.4041	8.4368	0.0327	0.0327	0.63	0.79
64374	7.0573	7.1555	0.0982	0.0982	0.036	0.22
64375	6.8595	6.891	0.0315	0.0315	0.59	0.77
64376	7.0021	7.2176	0.2154	0.2154	0.075	0.28
64377	6.6971	6.6688	-0.0283	-0.0283	0.31	0.54
64386	7.2034	7.0998	-0.1036	-0.1036	0.089	0.3
64388	7.4688	7.2935	-0.1753	-0.1753	0.18	0.41
64393	6.7013	6.8373	0.1361	0.1361	0.027	0.21
64395	7.0791	7.141	0.0619	0.0619	0.17	0.4
64396	5.9543	6.0047	0.0503	0.0503	0.16	0.39
64397	11.2519	10.9665	-0.2854	-0.2854	0.25	0.49
64398	7.4494	7.5671	0.1177	0.1177	0.32	0.55
64399	6.4295	6.3974	-0.0321	-0.0321	0.46	0.67
64400	7.8964	7.9911	0.0948	0.0948	0.41	0.63
64403	7	6.9366	-0.0634	-0.0634	0.19	0.43
64405	7.2693	7.2144	-0.0549	-0.0549	0.24	0.48
64407	6.0864	6.0837	-0.0027	-0.0027	0.96	0.98
64409	6.8134	6.8128	-6e-04	-6e-04	1	1
64410	6.6658	6.6093	-0.0566	-0.0566	0.11	0.33
64411	6.9273	6.8793	-0.0479	-0.0479	0.24	0.48
64412	6.6511	6.8322	0.1811	0.1811	0.038	0.22
64417	6.2999	6.5283	0.2284	0.2284	0.0082	0.19
64418	7.2044	7.3855	0.1811	0.1811	0.02	0.2
64419	7.804	7.8614	0.0575	0.0575	0.52	0.72
64420	6.8972	6.9136	0.0165	0.0165	0.72	0.85
64421	6.6234	6.6832	0.0598	0.0598	0.08	0.28
64422	7.5611	7.8776	0.3165	0.3165	0.011	0.19
64423	7.4936	7.4209	-0.0727	-0.0727	0.2	0.43
64425	7.0708	7.2618	0.1909	0.1909	0.054	0.25
64426	8.0248	8.0145	-0.0103	-0.0103	0.87	0.94
64427	7.1532	7.1157	-0.0375	-0.0375	0.31	0.54
64428	7.0394	7.0304	-0.0089	-0.0089	0.8	0.9
64429	6.8446	7.0873	0.2427	0.2427	0.014	0.19
64430	7.0482	7.3282	0.2801	0.2801	0.11	0.33
64431	6.5416	6.8351	0.2934	0.2934	0.0094	0.19
64432	7.3607	7.505	0.1443	0.1443	0.035	0.22
64434	6.7239	6.9248	0.201	0.201	0.0063	0.18
64446	6.6757	6.635	-0.0407	-0.0407	0.21	0.44
64478	6.4675	6.419	-0.0485	-0.0485	0.14	0.36
64499	8.0925	7.6458	-0.4467	-0.4467	0.016	0.2
64506	6.3998	6.3941	-0.0057	-0.0057	0.87	0.94
64518	6.1145	6.1413	0.0268	0.0268	0.32	0.55
64577	6.4573	6.4163	-0.041	-0.041	0.24	0.48
64579	5.9789	5.9338	-0.0451	-0.0451	0.13	0.36
64581	6.0089	6.0265	0.0175	0.0175	0.6	0.77
64582	7.9622	7.7075	-0.2548	-0.2548	0.048	0.24
64591	5.6938	5.6109	-0.0829	-0.0829	0.39	0.61
64593	5.8038	5.7789	-0.0249	-0.0249	0.46	0.68
64595	6.1112	6.1076	-0.0036	-0.0036	0.99	0.99
64598	7.5218	7.406	-0.1158	-0.1158	0.055	0.25
64599	7.2307	7.1621	-0.0685	-0.0685	0.031	0.22
64600	6.7075	6.619	-0.0885	-0.0885	0.11	0.33
64601	7.075	7.1119	0.0369	0.0369	0.43	0.65
64641	6.7753	6.7748	-5e-04	-5e-04	0.99	1
64645	7.5217	7.8823	0.3606	0.3606	0.019	0.2
64648	6.4169	6.3516	-0.0653	-0.0653	0.51	0.71
64651	7.1165	7.1605	0.044	0.044	0.59	0.76
64663	6.2955	6.1597	-0.1358	-0.1358	0.26	0.5
64682	7.4081	7.6211	0.213	0.213	0.061	0.26
64689	7.0276	7.1387	0.111	0.111	0.063	0.26
64693	6.1164	6.1541	0.0376	0.0376	0.51	0.71
64699	6.3194	6.2955	-0.0239	-0.0239	0.37	0.6
64708	7.0807	7.1913	0.1106	0.1106	0.1	0.32
64710	9.2593	9.313	0.0537	0.0537	0.62	0.79
64711	7.4061	7.2992	-0.1069	-0.1069	0.15	0.38
64714	7.03	6.9526	-0.0774	-0.0774	0.051	0.25
64718	7.7436	7.5874	-0.1563	-0.1563	0.062	0.26
64735	5.7778	5.8328	0.055	0.055	0.16	0.39
64743	7.6379	7.6079	-0.0299	-0.0299	0.6	0.78
64744	6.9361	7.1823	0.2462	0.2462	0.23	0.46
64745	7.3411	7.321	-0.0202	-0.0202	0.72	0.85
64746	8.0951	8.2997	0.2046	0.2046	0.12	0.34
64747	7.0503	7.2653	0.215	0.215	0.071	0.27
64748	7.6496	7.5864	-0.0632	-0.0632	0.4	0.62
64750	7.1666	7.2484	0.0818	0.0818	0.33	0.56
64753	6.6588	6.6987	0.0399	0.0399	0.68	0.82
64754	6.7905	6.8452	0.0546	0.0546	0.31	0.55
64755	7.1001	7.0382	-0.062	-0.062	0.15	0.38
64756	8.458	8.609	0.151	0.151	0.28	0.51
64757	7.0792	7.0283	-0.0509	-0.0509	0.52	0.72
64759	7.1238	7.1859	0.0621	0.0621	0.4	0.62
64760	7.3969	7.395	-0.0019	-0.0019	0.96	0.98
64761	6.8749	6.9607	0.0859	0.0859	0.038	0.23
64762	8.2765	8.101	-0.1755	-0.1755	0.063	0.26
64763	8.1409	7.8998	-0.241	-0.241	0.036	0.22
64764	7.2555	7.36	0.1045	0.1045	0.25	0.49
64766	6.6699	6.7809	0.111	0.111	0.19	0.43
64768	6.6728	6.7751	0.1023	0.1023	0.075	0.28
64769	7.4307	7.5868	0.1561	0.1561	0.053	0.25
64770	6.6967	6.7512	0.0545	0.0545	0.34	0.57
64771	8.976	9.0989	0.1229	0.1229	0.3	0.53
64772	7.548	7.4558	-0.0922	-0.0922	0.18	0.41
64773	6.9939	6.9783	-0.0156	-0.0156	0.6	0.78
64776	6.5077	6.6073	0.0996	0.0996	0.25	0.49
64777	7.7083	7.7424	0.034	0.034	0.6	0.78
64778	7.7641	8.0388	0.2747	0.2747	0.097	0.31
64779	6.5923	6.6376	0.0453	0.0453	0.51	0.71
64780	6.9385	6.8981	-0.0403	-0.0403	0.34	0.58
64781	7.407	7.5361	0.1291	0.1291	0.069	0.27
64782	6.9693	6.9328	-0.0365	-0.0365	0.59	0.77
64783	7.0773	7.4055	0.3282	0.3282	0.022	0.2
64784	7.222	7.3755	0.1535	0.1535	0.1	0.31
64785	6.3795	6.3787	-8e-04	-8e-04	0.98	0.99
64786	7.4296	7.7153	0.2858	0.2858	0.076	0.28
64787	7.4998	7.3493	-0.1504	-0.1504	0.013	0.19
64788	7.123	7.0882	-0.0349	-0.0349	0.3	0.53
64789	6.5895	6.5659	-0.0236	-0.0236	0.4	0.62
64792	7.2838	7.417	0.1332	0.1332	0.068	0.27
64793	7.8352	7.8533	0.0181	0.0181	0.88	0.94
64794	6.4939	6.6275	0.1337	0.1337	0.011	0.19
64795	9.144	9.5272	0.3831	0.3831	0.023	0.2
64798	9.8777	9.705	-0.1727	-0.1727	0.51	0.71
64799	6.1432	6.1666	0.0234	0.0234	0.33	0.56
64800	6.2504	6.2631	0.0127	0.0127	0.57	0.75
64801	7.3865	7.5864	0.1999	0.1999	0.13	0.35
64802	7.2639	7.3461	0.0822	0.0822	0.4	0.63
64805	5.9194	5.902	-0.0174	-0.0174	0.5	0.7
64806	6.2904	6.2522	-0.0382	-0.0382	0.24	0.48
64816	6.2525	6.225	-0.0275	-0.0275	0.44	0.65
64834	7.1509	7.2558	0.1049	0.1049	0.12	0.34
64837	7.6493	7.6244	-0.0249	-0.0249	0.7	0.84
64838	6.9998	6.9401	-0.0597	-0.0597	0.16	0.39
64839	8.1545	8.2226	0.0681	0.0681	0.62	0.79
64840	6.8885	6.9159	0.0274	0.0274	0.55	0.74
64841	6.9826	7.1576	0.175	0.175	0.055	0.25
64843	7.1412	7.0315	-0.1097	-0.1097	0.078	0.28
64844	8.0264	8.3896	0.3632	0.3632	0.005	0.18
64847	7.42	7.2461	-0.1739	-0.1739	0.04	0.23
64848	6.9659	7.1872	0.2213	0.2213	0.025	0.21
64849	6.8371	6.756	-0.0811	-0.0811	0.014	0.19
64850	6.1367	6.1584	0.0217	0.0217	0.62	0.79
64852	7.1652	7.1793	0.0141	0.0141	0.8	0.9
64853	5.9232	6.0315	0.1083	0.1083	0.19	0.43
64854	7.2629	7.348	0.0851	0.0851	0.24	0.48
64855	7.3741	7.3492	-0.0249	-0.0249	0.61	0.78
64856	7.8	7.6472	-0.1527	-0.1527	0.048	0.24
64857	6.9235	6.9212	-0.0023	-0.0023	0.96	0.98
64858	6.4665	6.5294	0.0629	0.0629	0.12	0.34
64859	6.7787	6.9833	0.2045	0.2045	0.045	0.24
64860	6.4754	6.5114	0.036	0.036	0.29	0.52
64863	6.429	6.5472	0.1183	0.1183	0.12	0.34
64864	7.3706	7.5664	0.1959	0.1959	0.1	0.32
64866	6.8366	6.7895	-0.0471	-0.0471	0.2	0.43
64881	6.9519	6.8694	-0.0825	-0.0825	0.054	0.25
64895	6.8158	7.0082	0.1924	0.1924	0.02	0.2
64897	7.0772	7.0223	-0.0549	-0.0549	0.24	0.48
64900	7.0536	6.9644	-0.0891	-0.0891	0.034	0.22
64901	6.2309	6.2676	0.0367	0.0367	0.44	0.66
64902	6.4496	6.4013	-0.0482	-0.0482	0.15	0.37
64919	6.9925	6.91	-0.0826	-0.0826	0.088	0.29
64921	7.2288	7.5	0.2711	0.2711	0.06	0.26
64922	5.794	5.8039	0.0099	0.0099	0.68	0.83
64924	7.0484	7.2823	0.2339	0.2339	0.011	0.19
64925	7.1164	7.1498	0.0334	0.0334	0.4	0.62
64926	7.1498	7.047	-0.1027	-0.1027	0.037	0.22
64927	6.4125	6.5072	0.0947	0.0947	0.04	0.23
64928	7.7259	7.811	0.0852	0.0852	0.13	0.35
64940	6.6275	6.8432	0.2158	0.2158	0.096	0.31
64943	6.9661	7.0028	0.0367	0.0367	0.56	0.75
64946	6.1138	6.149	0.0352	0.0352	0.28	0.52
64949	8.1386	7.9797	-0.1589	-0.1589	0.073	0.27
64951	8.761	8.6714	-0.0896	-0.0896	0.31	0.55
64960	9.349	9.5077	0.1587	0.1587	0.18	0.42
64963	7.6781	7.6678	-0.0103	-0.0103	0.87	0.94
64965	7.2412	7.4803	0.2391	0.2391	0.0034	0.18
64968	7.7984	7.8615	0.0631	0.0631	0.57	0.75
64969	7.9046	8.1967	0.2921	0.2921	0.004	0.18
64975	7.9455	7.9689	0.0234	0.0234	0.8	0.9
64976	7.4589	7.5174	0.0585	0.0585	0.51	0.71
64978	8.0642	7.979	-0.0851	-0.0851	0.18	0.42
64979	8.5113	8.1931	-0.3182	-0.3182	0.047	0.24
64981	7.8772	7.9221	0.0449	0.0449	0.65	0.81
64983	8.1623	8.1863	0.0241	0.0241	0.77	0.88
65003	8.1196	8.0669	-0.0527	-0.0527	0.54	0.73
65005	8.2408	8.381	0.1402	0.1402	0.16	0.39
65008	8.071	8.2906	0.2196	0.2196	0.19	0.42
65009	7.3486	7.2343	-0.1143	-0.1143	0.055	0.25
65010	7.0773	7.0319	-0.0454	-0.0454	0.23	0.47
65012	6.4259	6.4088	-0.0172	-0.0172	0.58	0.76
65018	9.5344	9.3468	-0.1876	-0.1876	0.23	0.47
65055	7.0505	6.9944	-0.0561	-0.0561	0.45	0.66
65056	7.5013	7.78	0.2787	0.2787	0.0049	0.18
65057	6.9358	6.8935	-0.0423	-0.0423	0.27	0.5
65059	7.0463	7.3332	0.287	0.287	0.088	0.29
65061	6.3633	6.3098	-0.0535	-0.0535	0.12	0.33
65062	7.6526	7.6424	-0.0101	-0.0101	0.89	0.95
65065	6.5443	6.7659	0.2216	0.2216	0.039	0.23
65078	7.9074	7.7424	-0.165	-0.165	0.18	0.41
65080	7.5697	7.8454	0.2756	0.2756	0.012	0.19
65082	7.171	7.2939	0.1229	0.1229	0.22	0.45
65083	7.1347	7.196	0.0614	0.0614	0.48	0.69
65084	6.8165	6.9066	0.0901	0.0901	0.57	0.75
65094	7.0913	7.0304	-0.061	-0.061	0.13	0.35
65095	7.133	7.1576	0.0246	0.0246	0.54	0.73
65108	9.522	9.2356	-0.2864	-0.2864	0.075	0.28
65109	6.0621	6.1659	0.1038	0.1038	0.032	0.22
65110	9.0027	8.7585	-0.2441	-0.2441	0.11	0.33
65117	7.5709	7.6672	0.0963	0.0963	0.3	0.53
65121	5.8874	5.9744	0.087	0.087	0.18	0.41
65122	6.0542	6.1136	0.0594	0.0594	0.36	0.59
65123	7.529	7.5887	0.0596	0.0596	0.33	0.56
65124	7.1667	7.1354	-0.0313	-0.0313	0.61	0.78
65125	8.8636	8.8585	-0.0051	-0.0051	0.97	0.98
65217	5.9508	5.9498	-0.0011	-0.0011	0.96	0.98
65220	7.3123	7.2534	-0.0589	-0.0589	0.25	0.48
65243	6.2458	6.2457	-1e-04	-1e-04	1	1
65244	6.8687	6.9881	0.1194	0.1194	0.077	0.28
65249	7.3307	7.2827	-0.048	-0.048	0.34	0.57
65250	6.5649	6.7237	0.1588	0.1588	0.039	0.23
65251	6.7764	6.8174	0.041	0.041	0.59	0.77
65258	6.8309	6.8881	0.0572	0.0572	0.26	0.5
65260	7.108	7.4315	0.3235	0.3235	0.002	0.18
65263	7.1358	7.0914	-0.0443	-0.0443	0.22	0.45
65264	7.7436	7.8924	0.1488	0.1488	0.15	0.38
65265	7.6582	7.7137	0.0556	0.0556	0.27	0.51
65266	6.7452	6.668	-0.0772	-0.0772	0.04	0.23
65267	6.0715	6.1006	0.0292	0.0292	0.27	0.5
65268	7.7453	7.6709	-0.0744	-0.0744	0.52	0.72
65975	6.3329	6.4346	0.1017	0.1017	0.12	0.34
65977	7.3497	7.4573	0.1076	0.1076	0.17	0.4
65979	6.9971	7.2008	0.2038	0.2038	0.027	0.21
65980	6.9455	7.0313	0.0858	0.0858	0.017	0.2
65981	6.646	6.6713	0.0253	0.0253	0.79	0.89
65982	7.4546	7.3356	-0.119	-0.119	0.026	0.21
65983	6.5172	6.6531	0.1359	0.1359	0.35	0.58
65985	6.9054	6.9306	0.0252	0.0252	0.53	0.73
65986	7.4989	7.6947	0.1958	0.1958	0.16	0.39
65987	7.0408	6.9631	-0.0777	-0.0777	0.11	0.33
65988	7.8626	7.6784	-0.1841	-0.1841	0.038	0.22
65989	7.7332	7.5572	-0.1759	-0.1759	0.1	0.32
